timestamp,total_requests,successful_requests,failed_requests,ttft_mean,ttft_median,ttft_p95,ttft_p99,ttft_std,latency_mean,latency_median,latency_p50,latency_p95,latency_p99,latency_std,total_tokens,total_time,throughput_tokens_per_sec,vram_peak_mb
2026-02-12T15:48:34.138623,100,100,0,0.03444118022918701,0.033748745918273926,0.04305553436279297,0.04725146293640137,0.004774376263686288,1.8754295873641968,1.8802746534347534,1.8806300163269043,1.8934049606323242,1.9003942012786865,0.03938011805137876,25530,63.386260747909546,402.76867098272504,14185.0
