timestamp,total_requests,successful_requests,failed_requests,ttft_mean,ttft_median,ttft_p95,ttft_p99,ttft_std,latency_mean,latency_median,latency_p50,latency_p95,latency_p99,latency_std,total_tokens,total_time,throughput_tokens_per_sec,vram_peak_mb
2026-02-12T15:45:44.593392,10,10,0,0.020967578887939452,0.02114856243133545,0.026364564895629883,0.026364564895629883,0.002403737074082809,0.3930052280426025,0.4135974645614624,0.4136829376220703,0.4195587635040283,0.4195587635040283,0.06728387201567422,606,4.876626968383789,124.2662200592391,14185.0
