timestamp,total_requests,successful_requests,failed_requests,ttft_mean,ttft_median,ttft_p95,ttft_p99,ttft_std,latency_mean,latency_median,latency_p50,latency_p95,latency_p99,latency_std,total_tokens,total_time,throughput_tokens_per_sec,vram_peak_mb
2026-02-12T15:47:30.202935,50,50,0,0.029396238327026366,0.027852416038513184,0.03516054153442383,0.055713653564453125,0.005832275294837447,0.8676145505905152,0.8669697046279907,0.8670096397399902,0.8782253265380859,0.8924386501312256,0.0064173472317729996,6400,25.818485260009766,247.88441055110835,14185.0
